applicant_id,age,gender,income,loan_amount,credit_score,existing_loans,employment_years,education,self_employed,loan_term,loan_approved
APP00427,55,Female,73872,71000,702,1,6,Bachelor,No,72,0
APP00428,53,Female,25850,98400,618,1,5,High School,No,60,0
APP00429,22,Male,138710,138400,599,1,4,Master,No,84,0
APP00430,49,Female,78692,124400,649,1,14,Master,Yes,72,0
APP00431,24,Male,55269,192100,667,1,6,Bachelor,No,48,0
APP00432,50,Male,77738,248100,635,0,28,PhD,Yes,72,0
APP00433,54,Male,31815,627200,721,0,6,PhD,No,84,0
APP00434,26,Female,102154,178000,649,0,8,High School,No,36,0
APP00435,38,Male,51860,332400,749,0,13,Bachelor,No,60,0
APP00436,25,Male,54736,114000,700,2,7,Bachelor,Yes,36,0
APP00437,43,Male,48091,71600,631,1,25,High School,No,60,0
APP00438,58,Female,46203,148300,619,0,30,Bachelor,No,24,1
APP00439,24,Male,82019,74800,565,1,0,Bachelor,No,72,0
APP00440,36,Female,67323,181500,700,0,14,PhD,No,48,1
APP00441,59,Female,80450,117200,655,4,3,Bachelor,No,60,0
APP00442,33,Female,59763,61400,514,0,13,Master,No,12,0
APP00443,26,Female,75587,467700,642,1,8,Bachelor,No,60,0
APP00444,40,Male,49693,133900,617,0,12,High School,No,60,1
APP00445,41,Male,163649,73100,790,0,9,Master,No,60,1
APP00446,47,Male,29630,295000,561,1,9,High School,No,48,0
APP00447,33,Female,105823,120600,579,0,9,High School,No,36,0
APP00448,59,Female,111041,327800,758,1,10,Bachelor,Yes,60,0
APP00449,41,Female,40889,120300,775,1,11,Bachelor,No,84,0
APP00450,32,Male,163615,133700,628,1,14,Bachelor,No,36,1
APP00451,59,Male,93908,217600,636,1,2,High School,No,60,0
APP00452,57,Male,92885,249400,723,0,1,Bachelor,No,12,0
APP00453,40,Male,60761,274700,517,1,16,High School,No,60,0
APP00454,21,Male,54412,171300,550,0,3,High School,No,36,0
APP00455,44,Female,54604,240700,660,1,8,Bachelor,No,60,0
APP00456,43,Male,71528,271300,788,2,6,High School,No,48,0
APP00457,26,Female,112717,201000,649,1,8,Bachelor,No,24,0
APP00458,46,Male,65101,166400,687,1,11,Bachelor,No,48,0
APP00459,54,Male,39813,81300,759,0,22,Master,Yes,48,0
APP00460,25,Female,86950,250300,827,1,4,Bachelor,No,60,1
APP00461,49,Female,90818,184200,640,4,3,Bachelor,No,84,0
APP00462,26,Male,80555,143400,679,2,8,High School,No,60,0
APP00463,50,Male,83916,363500,808,2,12,PhD,Yes,84,0
APP00464,37,Male,53113,82100,573,1,19,High School,No,60,0
APP00465,21,Female,39500,444600,752,2,3,High School,No,24,0
APP00466,59,Male,40596,177800,609,2,10,Bachelor,Yes,36,0
APP00467,27,Female,28743,214300,687,2,4,High School,No,48,0
APP00468,44,Male,66751,144800,663,0,5,High School,No,48,0
APP00469,28,Female,57789,72000,613,0,10,High School,No,72,0
APP00470,58,Male,49222,166700,611,1,7,Bachelor,Yes,60,0
APP00471,50,Female,18000,216400,699,3,15,Bachelor,No,60,0
APP00472,53,Female,34228,261100,750,2,25,Bachelor,No,60,0
APP00473,38,Male,99357,161400,671,3,20,Master,No,48,1
APP00474,39,Male,44490,53900,685,1,8,Bachelor,No,60,1
APP00475,46,Female,70570,77100,720,1,3,Master,No,24,1
APP00476,52,Male,32090,556400,612,1,24,Master,No,36,0
APP00477,54,Male,114636,98700,732,2,21,Master,No,36,1
APP00478,21,Male,56235,394600,737,1,3,Master,No,36,0
APP00479,47,Male,68365,107700,850,1,18,Bachelor,No,60,1
APP00480,25,Male,170877,162800,654,0,5,Bachelor,No,12,0
APP00481,32,Male,118717,253900,648,1,14,Bachelor,No,36,0
APP00482,54,Male,52268,114600,734,1,22,High School,No,84,1
APP00483,31,Male,45943,432100,737,1,9,Bachelor,No,84,0
APP00484,52,Male,51824,187700,643,0,14,High School,No,60,0
APP00485,39,Male,75475,231900,652,1,10,High School,No,60,0
APP00486,30,Female,57225,155400,718,2,0,Master,Yes,72,0
APP00487,34,Male,50224,258600,622,1,3,Bachelor,No,12,0
APP00488,42,Male,116114,428900,651,0,24,Bachelor,No,48,1
APP00489,51,Male,56994,167500,686,0,14,Bachelor,No,24,1
APP00490,45,Female,168875,466100,750,2,4,Bachelor,No,48,0
APP00491,58,Male,62501,128600,638,0,1,Master,No,84,0
APP00492,55,Male,133986,274000,551,1,10,Bachelor,No,72,0
APP00493,51,Male,70467,235600,546,3,30,Bachelor,No,84,0
APP00494,45,Male,92543,100000,592,2,11,Bachelor,No,72,0
APP00495,32,Male,43305,202500,588,1,14,Bachelor,No,60,0
APP00496,37,Male,40860,180700,669,3,15,Bachelor,Yes,72,0
APP00497,25,Female,73789,112600,597,1,7,PhD,No,60,0
APP00498,35,Female,93615,219200,631,2,17,Bachelor,No,60,1
APP00499,58,Male,61097,195100,626,0,0,Bachelor,No,36,0
APP00500,38,Female,33632,173000,649,2,0,Bachelor,No,60,0
APP00501,25,Female,32532,173300,773,4,7,Bachelor,No,36,0
APP00502,47,Male,31568,171300,726,1,28,PhD,Yes,60,0
APP00503,59,Male,27083,147000,681,1,4,Master,Yes,36,0
APP00504,55,Male,63030,194400,648,4,20,Bachelor,No,60,0
APP00505,31,Female,99545,126300,650,1,13,Bachelor,No,36,1
APP00506,39,Male,59639,776000,703,0,21,Bachelor,No,36,0
APP00507,42,Female,21697,82900,721,3,9,High School,No,60,0
APP00508,30,Male,55064,130500,616,1,12,Bachelor,No,36,0
APP00509,31,Female,55762,136300,683,0,13,Master,No,84,0
APP00510,30,Female,154091,552900,538,1,12,Bachelor,No,60,0
APP00511,60,Male,31144,87100,695,0,4,High School,Yes,48,0
APP00512,50,Male,50327,227500,733,0,18,Master,No,12,0
APP00513,54,Female,129280,206300,660,1,0,Master,No,72,0
APP00514,53,Male,73467,216300,807,1,11,Bachelor,No,60,1
APP00515,59,Male,77311,355300,618,1,0,Bachelor,Yes,48,0
APP00516,25,Female,63175,351300,695,1,7,Bachelor,No,36,0
APP00517,56,Male,69604,140500,677,0,25,Master,No,72,1
APP00518,23,Male,85138,200300,673,1,5,High School,No,84,0
APP00519,40,Male,41682,64600,672,1,9,High School,No,48,0
APP00520,44,Male,89074,190100,687,1,13,Bachelor,No,36,0
APP00521,35,Female,32346,116300,739,2,11,High School,No,24,0
APP00522,26,Female,69554,162500,776,0,8,Bachelor,No,12,0
APP00523,28,Male,65025,71200,680,0,8,Master,Yes,72,1
APP00524,53,Male,45468,224900,737,1,2,High School,No,84,0
APP00525,33,Female,59391,70800,631,4,15,Bachelor,No,84,0
APP00526,33,Male,45341,195300,734,2,15,PhD,No,72,0
APP00527,57,Male,37043,91700,627,4,14,Bachelor,No,36,0
APP00528,26,Male,51173,112800,756,3,6,Bachelor,No,84,1
APP00529,57,Male,36509,339700,835,0,1,Bachelor,Yes,48,0
APP00530,57,Female,69380,248700,671,0,29,High School,No,48,1
APP00531,44,Male,35759,338700,527,0,23,High School,No,60,0
APP00532,27,Male,82660,424500,642,1,4,Bachelor,No,12,0
APP00533,27,Female,35258,117700,766,3,2,Bachelor,No,72,0
APP00534,32,Male,46503,410500,719,1,4,Bachelor,Yes,84,0
APP00535,44,Female,45298,80400,697,1,11,High School,Yes,72,0
APP00536,27,Male,108925,271300,751,0,9,Master,No,72,1
APP00537,39,Male,69615,137200,714,0,4,High School,No,48,0
APP00538,25,Male,54547,107900,765,1,7,Master,No,24,1
APP00539,42,Female,75096,252400,744,3,0,Bachelor,No,72,0
APP00540,21,Female,23245,302700,787,0,3,Bachelor,No,60,0
APP00541,49,Male,58847,297800,705,1,8,High School,No,84,0
APP00542,23,Male,147411,202600,743,1,5,High School,Yes,24,0
APP00543,28,Male,63682,193500,659,1,10,Bachelor,No,36,0
APP00544,27,Female,61862,240500,638,1,8,Bachelor,No,48,0
APP00545,54,Male,76784,212700,799,1,7,High School,No,60,1
APP00546,23,Female,89780,242400,695,2,5,Bachelor,No,72,0
APP00547,38,Female,24422,201400,736,0,12,Bachelor,No,84,0
APP00548,44,Female,28143,286100,689,1,10,High School,No,36,0
APP00549,41,Male,65955,73600,639,0,22,Bachelor,No,60,1
APP00550,48,Male,43495,167500,681,2,16,High School,Yes,12,0
APP00551,53,Male,108284,84100,781,1,20,Bachelor,No,36,1
APP00552,36,Female,52066,209600,719,1,13,High School,Yes,48,0
APP00553,54,Female,25124,444100,560,2,1,Bachelor,Yes,60,0
APP00554,33,Female,33911,138700,665,0,0,Bachelor,No,60,0
APP00555,60,Male,18000,193000,805,2,1,Bachelor,No,48,0
APP00556,41,Male,54000,272900,665,3,17,Bachelor,No,60,0
APP00557,50,Female,55123,57700,554,2,15,Master,No,72,1
APP00558,56,Female,49568,135100,813,1,23,Bachelor,No,36,0
APP00559,52,Female,97499,220000,728,0,27,Master,No,48,0
APP00560,55,Female,102892,36600,675,1,5,High School,No,60,1
APP00561,42,Male,55571,105200,654,0,24,Bachelor,No,72,1
APP00562,22,Male,22960,329800,756,0,4,High School,No,72,0
APP00563,40,Male,79211,312500,642,2,19,Bachelor,No,36,0
APP00564,28,Female,77035,221100,760,0,10,Bachelor,No,60,0
APP00565,56,Female,68963,292400,718,2,5,Master,No,84,0
APP00566,30,Male,93318,202600,697,2,5,Bachelor,No,48,0
APP00567,30,Female,35523,244300,690,2,0,Bachelor,No,48,0
APP00568,30,Female,148159,151300,668,2,12,High School,No,84,1
APP00569,46,Female,38963,191800,753,3,13,High School,No,24,1
APP00570,43,Female,84057,127100,619,1,5,Master,No,60,0
APP00571,58,Male,28079,360600,566,0,4,High School,No,72,0
APP00572,37,Male,39477,415600,723,2,1,High School,No,36,0
APP00573,32,Female,118713,384500,724,1,14,Master,No,60,0
APP00574,22,Female,53354,143800,714,1,4,PhD,No,60,0
APP00575,21,Male,87559,106500,709,0,3,Bachelor,No,72,1
APP00576,35,Male,66751,363300,658,1,3,Bachelor,No,84,0
APP00577,58,Female,57232,242800,735,1,1,Master,No,72,0
APP00578,41,Female,110839,215700,677,2,3,High School,No,24,0
APP00579,56,Male,53939,127000,646,0,23,Bachelor,No,72,0
APP00580,25,Female,26924,227500,658,0,7,Bachelor,No,84,0
APP00581,24,Male,41800,99100,821,2,6,Master,No,60,1
APP00582,54,Male,76890,255100,559,1,1,Master,Yes,60,0
APP00583,25,Female,71688,384300,715,2,7,Bachelor,No,12,0
APP00584,23,Male,29641,441400,562,2,5,High School,No,72,0
APP00585,37,Female,43310,265800,672,0,4,Bachelor,No,12,0
APP00586,57,Male,46181,84200,650,0,24,High School,Yes,48,1
APP00587,48,Female,50901,200600,534,1,14,Master,No,84,1
APP00588,24,Male,32304,583900,707,3,4,High School,No,84,0
APP00589,54,Female,45222,111600,653,0,28,High School,No,84,0
APP00590,54,Male,43227,174200,533,1,16,Master,Yes,60,0
APP00591,53,Female,84905,391700,739,4,20,Bachelor,No,36,0
APP00592,57,Male,86353,252700,780,2,2,Master,Yes,60,0
APP00593,30,Male,56189,704200,784,0,11,High School,No,24,0
APP00594,60,Male,50296,120300,705,0,19,Master,No,72,0
APP00595,33,Female,63899,104400,683,1,15,High School,No,60,1
APP00596,53,Male,41550,352900,773,3,1,High School,No,48,0
APP00597,44,Female,35812,93200,798,1,18,Bachelor,No,24,1
APP00598,52,Female,39301,161500,759,2,29,High School,No,48,0
APP00599,46,Female,45091,173600,614,0,24,Bachelor,Yes,72,0
APP00600,46,Female,35544,318200,694,0,6,High School,No,60,0
APP00601,45,Male,64539,252300,711,2,27,High School,No,24,0
APP00602,52,Female,83322,231400,553,0,21,Master,No,36,0
APP00603,50,Female,29375,144300,713,1,1,High School,No,48,0
APP00604,26,Male,60682,351100,839,4,3,Bachelor,No,24,0
APP00605,54,Male,54346,800000,725,1,28,Master,No,84,0
APP00606,42,Female,69967,263300,783,0,6,High School,No,60,0
APP00607,33,Male,59652,190100,693,1,2,Master,No,24,1
APP00608,41,Female,31194,88200,675,3,13,Bachelor,Yes,72,0
APP00609,59,Male,33997,126800,707,2,16,Bachelor,Yes,48,0
APP00610,55,Male,60800,160000,623,3,17,High School,Yes,36,0
APP00611,54,Female,95325,134100,613,0,20,Master,No,60,0
APP00612,39,Male,22153,178400,769,1,21,Bachelor,No,12,0
APP00613,52,Female,70100,478600,776,0,23,Bachelor,No,60,0
APP00614,36,Female,102481,357400,611,1,0,PhD,Yes,72,0
APP00615,48,Male,56007,164900,748,0,2,Bachelor,No,84,0
APP00616,46,Male,76856,92600,674,1,0,Master,No,48,1
APP00617,30,Female,43727,375600,704,1,12,Master,No,60,0
APP00618,31,Female,56862,175200,712,1,10,Master,No,36,0
APP00619,23,Male,28932,69600,750,1,5,Master,No,60,0
APP00620,26,Female,20892,266300,686,1,8,PhD,Yes,36,0
APP00621,38,Male,91706,316400,779,0,0,High School,No,60,1
APP00622,40,Male,38517,47400,702,3,22,Master,No,36,1
APP00623,27,Female,48879,114400,724,0,8,Master,No,84,0
APP00624,37,Male,32151,169400,622,2,19,Bachelor,Yes,72,0
APP00625,45,Female,31812,269600,831,2,24,Bachelor,No,48,0
APP00626,30,Female,55485,135500,713,1,12,PhD,No,72,1
APP00627,34,Female,43208,113900,730,0,16,High School,No,24,1
APP00628,35,Female,71124,268500,567,1,4,Bachelor,No,72,0
APP00629,41,Male,73552,139100,622,3,19,Bachelor,No,36,0
APP00630,35,Male,69320,242500,767,0,12,High School,No,36,0
APP00631,50,Female,66801,97700,700,1,19,Master,No,60,1
APP00632,34,Female,122039,85600,546,3,16,High School,No,60,0
APP00633,38,Male,37112,272700,753,1,15,Bachelor,Yes,60,0
APP00634,36,Female,58535,206800,642,1,9,Master,No,60,0
APP00635,28,Male,99889,299000,779,0,10,Bachelor,Yes,24,1
APP00636,48,Female,105995,134300,674,2,20,Master,No,24,1
APP00637,30,Male,31644,116200,694,0,12,High School,No,60,1
APP00638,32,Female,52132,380400,763,1,7,Master,No,60,0
APP00639,52,Male,110553,77900,617,0,25,PhD,No,12,0
APP00640,58,Male,75413,358300,611,1,10,High School,No,48,0
APP00641,47,Female,65511,372100,666,1,14,Bachelor,No,60,0
APP00642,57,Male,54401,288900,738,0,26,Bachelor,Yes,60,0
APP00643,55,Male,50483,123300,587,0,10,Bachelor,No,72,1
APP00644,40,Female,68309,114900,563,0,7,Master,No,48,0
APP00645,51,Male,53559,160400,738,0,28,Bachelor,No,60,0
APP00646,34,Male,58861,88300,638,1,16,Bachelor,No,60,0
APP00647,39,Male,62160,106100,653,2,9,High School,Yes,48,0
APP00648,42,Female,44222,256600,550,2,9,Bachelor,Yes,24,0
APP00649,59,Female,76234,257300,632,0,7,Master,No,12,1
APP00650,54,Female,180000,101100,679,1,0,High School,No,72,1
APP00651,40,Male,26969,261100,745,1,17,Bachelor,No,36,0
APP00652,47,Male,69418,231100,626,1,7,High School,No,60,0
APP00653,29,Male,42617,413000,796,1,11,Master,No,60,0
APP00654,53,Female,77803,246200,632,1,5,Bachelor,No,48,0
APP00655,43,Male,61270,322200,632,0,19,Bachelor,No,72,0
APP00656,42,Male,84536,234000,788,4,15,High School,No,60,0
APP00657,51,Female,101832,308600,695,1,18,Bachelor,No,12,1
APP00658,46,Female,65427,88700,641,1,3,PhD,No,72,0
APP00659,23,Female,99860,168300,669,2,5,Bachelor,No,60,0
APP00660,32,Male,20893,176200,775,2,14,Bachelor,No,48,0
APP00661,28,Female,122738,157400,783,0,10,Master,No,60,1
APP00662,50,Female,71031,229800,623,0,27,Bachelor,No,60,0
APP00663,22,Male,97453,255200,677,2,4,Bachelor,No,48,0
APP00664,29,Female,34654,223300,686,1,11,Bachelor,No,84,0
APP00665,44,Female,41285,163300,611,1,0,High School,Yes,60,0
APP00666,48,Male,64073,120100,676,2,5,Master,No,60,0
APP00667,41,Female,59542,329100,680,0,14,Master,No,24,0
APP00668,55,Female,68151,218200,760,3,12,Master,No,36,1
APP00669,57,Female,97746,102800,765,1,27,Master,No,60,1
APP00670,26,Female,27113,161800,657,1,8,Bachelor,Yes,60,0
APP00671,59,Female,92997,69000,665,1,4,Bachelor,No,60,1
APP00672,45,Female,60224,183500,727,0,18,Bachelor,No,72,1
APP00673,46,Male,54743,161400,639,1,14,PhD,No,36,0
APP00674,24,Female,30949,131200,721,2,3,Master,No,60,0
APP00675,45,Female,75243,430300,674,0,20,Bachelor,No,72,0
APP00676,50,Female,20247,95300,612,1,16,Bachelor,Yes,72,0
APP00677,44,Male,80328,265500,613,3,2,Master,Yes,72,1
APP00678,24,Male,30658,599200,781,1,6,Master,Yes,72,0
APP00679,41,Female,61461,325500,669,1,22,Master,No,24,0
APP00680,58,Female,56867,176900,795,1,10,Bachelor,No,60,1
APP00681,49,Female,101559,96500,644,0,11,Bachelor,No,84,1
APP00682,26,Male,55365,85100,700,1,3,Bachelor,No,60,1
APP00683,59,Male,43903,143500,847,2,6,Bachelor,No,36,1
APP00684,59,Female,47769,123400,606,0,30,Master,Yes,84,1
APP00685,27,Male,106393,121200,547,0,9,Bachelor,No,36,0
APP00686,53,Female,76377,150400,770,0,5,Bachelor,No,48,1
APP00687,37,Male,50441,170200,622,1,14,Bachelor,No,36,0
APP00688,44,Male,53944,235100,679,1,5,Bachelor,No,60,0
APP00689,38,Female,29640,91100,639,0,13,Bachelor,No,48,0
APP00690,52,Male,71461,123700,699,2,4,High School,No,60,0
APP00691,60,Female,27179,164900,613,2,19,Master,No,84,0
APP00692,52,Female,84154,161700,667,1,17,Bachelor,Yes,60,1
APP00693,58,Female,63575,494200,711,2,19,Bachelor,Yes,60,0
APP00694,58,Male,175646,204500,609,2,13,High School,No,72,0
APP00695,24,Male,36572,74100,631,0,6,Bachelor,No,72,0
APP00696,31,Female,57291,226500,656,2,7,Master,No,36,0
APP00697,49,Male,134771,243000,580,1,6,Master,No,12,0
APP00698,44,Male,102562,168000,650,0,13,High School,No,60,1
APP00699,23,Male,43862,92400,688,2,5,PhD,No,72,1
APP00700,24,Female,66362,473400,652,0,6,Master,No,60,0
APP00701,41,Male,60054,99900,661,1,1,Bachelor,No,36,0
APP00702,45,Male,68117,258900,679,1,8,High School,Yes,72,0
APP00703,27,Female,43813,200900,634,0,9,Bachelor,Yes,60,0
APP00704,27,Male,57636,250500,728,1,9,Master,No,60,0
APP00705,26,Female,29231,460200,781,1,8,Bachelor,No,72,0
APP00706,43,Female,63762,245100,647,3,9,Bachelor,No,72,0
APP00707,21,Female,73468,132400,714,2,3,Master,No,60,1
APP00708,43,Female,54163,330700,663,0,6,Master,No,60,0
APP00709,40,Male,29008,127200,706,1,4,Bachelor,No,60,0
APP00710,39,Male,93614,196900,790,2,21,Master,Yes,60,1
APP00711,48,Male,70695,88400,716,2,27,High School,Yes,60,0
APP00712,41,Male,43278,102000,556,1,23,Master,No,60,0
APP00713,50,Female,52883,185200,712,2,22,Bachelor,No,60,0
APP00714,51,Female,30540,220400,766,1,10,High School,Yes,60,0
APP00715,57,Female,37823,70600,664,1,14,PhD,Yes,24,1
APP00716,52,Female,47103,236600,750,4,26,High School,No,60,0
APP00717,41,Female,104286,114700,632,3,23,High School,No,60,0
APP00718,40,Male,44996,363900,576,1,16,Bachelor,Yes,48,0
APP00719,30,Male,80033,148300,690,2,12,Bachelor,No,48,0
APP00720,44,Female,47092,97000,557,0,10,High School,No,36,0
APP00721,26,Male,67082,187700,663,2,8,Bachelor,No,84,0
APP00722,58,Female,56301,108700,770,1,26,Master,No,72,1
APP00723,54,Female,88874,361700,546,4,11,Master,No,60,0
APP00724,25,Female,47166,180100,590,1,7,High School,No,48,0
APP00725,52,Female,29568,165600,608,0,14,Bachelor,No,72,0
APP00726,25,Female,32216,249200,676,0,7,Master,No,60,0
APP00727,49,Female,47229,103600,654,2,6,High School,No,84,0
APP00728,24,Female,34201,88600,778,2,6,High School,No,24,0
APP00729,40,Male,72164,225300,747,0,14,High School,No,12,1
APP00730,47,Male,48655,98300,715,0,11,Bachelor,No,60,1
APP00731,50,Female,174673,98300,690,1,23,High School,No,36,1
APP00732,37,Female,27450,285200,708,1,0,Master,Yes,60,0
APP00733,57,Female,65758,240300,620,3,2,PhD,No,72,0
APP00734,51,Female,36117,90300,740,2,29,High School,No,36,1
APP00735,29,Female,48053,128100,602,0,11,Bachelor,No,60,1
APP00736,47,Female,63942,109500,738,0,17,High School,No,60,1
APP00737,50,Female,21072,478200,763,0,0,High School,No,72,0
APP00738,34,Male,66747,296300,695,1,16,Master,No,60,0
APP00739,50,Male,141267,142800,668,0,13,Bachelor,Yes,36,1
APP00740,56,Male,48925,247100,708,1,18,Master,No,60,0
APP00741,53,Male,67441,85400,480,1,1,Bachelor,No,60,0
APP00742,51,Female,95160,124300,701,0,17,High School,No,72,1
APP00743,46,Male,55733,190700,672,0,17,Bachelor,No,60,1
APP00744,31,Male,46197,230800,676,0,8,High School,No,36,0
APP00745,52,Male,21548,170600,729,0,1,Master,No,72,0
APP00746,35,Female,80061,206300,675,1,17,Bachelor,Yes,60,1
APP00747,42,Female,57021,187900,600,0,21,Bachelor,Yes,36,0
APP00748,33,Male,38040,164500,670,2,15,Bachelor,No,60,0
APP00749,33,Female,63517,152900,685,1,15,Bachelor,No,84,0
APP00750,27,Female,46140,142400,688,2,9,Master,No,60,1
APP00751,59,Female,47302,204500,691,0,4,High School,No,36,0
APP00752,26,Female,78821,225600,753,3,8,High School,No,60,0
APP00753,24,Female,32854,200700,604,1,6,High School,No,36,0
APP00754,58,Male,96124,94100,692,2,8,Bachelor,Yes,60,1
APP00755,43,Female,31989,103900,770,0,25,Bachelor,No,60,1
APP00756,38,Male,44528,224200,559,1,1,High School,No,36,0
APP00757,50,Male,142547,404400,693,1,10,Bachelor,No,48,0
APP00758,36,Female,99649,195700,639,1,10,Bachelor,No,84,0
APP00759,26,Female,62694,143500,654,0,8,High School,No,36,1
APP00760,50,Female,39295,203600,617,1,5,Master,Yes,72,0
APP00761,28,Male,47284,96300,668,0,7,Bachelor,Yes,60,0
APP00762,43,Male,62011,369800,809,1,20,Bachelor,No,60,0
APP00763,58,Male,61022,199500,591,0,8,Bachelor,Yes,36,0
APP00764,58,Female,57596,124600,598,0,27,Bachelor,No,36,0
APP00765,35,Female,59173,164200,589,0,17,Master,No,36,0
APP00766,52,Female,54482,134700,801,2,9,Bachelor,No,60,0
APP00767,45,Female,31358,370300,648,3,17,Bachelor,No,84,0
APP00768,40,Male,47556,161100,678,0,10,Master,No,72,1
APP00769,26,Male,90552,196100,652,2,8,Master,No,12,0
APP00770,36,Male,32414,246800,614,1,18,Master,Yes,36,0
APP00771,47,Male,55094,119800,664,2,9,High School,Yes,36,0
APP00772,60,Male,41490,200200,850,1,4,High School,No,84,0
APP00773,21,Male,63083,209300,777,1,3,Bachelor,No,36,1
APP00774,49,Male,50373,76600,620,3,28,Bachelor,No,36,0
APP00775,54,Female,116649,206800,725,1,8,Bachelor,No,60,1
APP00776,59,Male,75362,175500,622,0,11,Master,No,60,0
APP00777,37,Male,33249,193300,556,0,19,Bachelor,No,36,0
APP00778,25,Male,81158,183600,751,1,3,Bachelor,No,60,0
APP00779,31,Male,42341,207600,761,1,8,Bachelor,No,24,0
APP00780,55,Female,46279,375600,753,0,5,Bachelor,No,12,0
APP00781,56,Male,69101,94100,647,3,28,Bachelor,No,24,1
APP00782,46,Male,48089,149100,668,1,28,Master,No,48,1
APP00783,25,Male,89669,259700,732,1,7,Bachelor,No,84,0
APP00784,25,Female,42344,234500,707,1,7,Master,No,60,0
APP00785,40,Female,45414,231700,652,0,19,Bachelor,Yes,72,0
APP00786,44,Male,44656,800000,567,1,20,Master,No,48,0
APP00787,22,Male,46517,252300,688,1,4,High School,No,60,0
APP00788,48,Male,98394,335300,756,0,4,Master,No,84,1
APP00789,42,Male,79623,152000,596,1,22,Master,Yes,48,0
APP00790,21,Female,129518,104300,725,1,3,Bachelor,No,84,0
APP00791,24,Female,166465,151400,703,1,6,Bachelor,No,60,0
APP00792,39,Female,37733,266300,733,3,21,Master,Yes,72,0
APP00793,49,Male,61932,225100,741,0,1,High School,No,36,0
APP00794,54,Male,35341,224700,631,1,4,Master,No,60,0
APP00795,38,Male,42285,160000,567,0,20,PhD,No,60,0
APP00796,32,Male,45187,146500,643,1,0,Master,No,84,1
APP00797,59,Female,37286,163000,742,0,21,Bachelor,Yes,84,0
APP00798,39,Male,37375,268100,642,0,15,Bachelor,No,48,0
APP00799,33,Male,56228,285800,631,1,10,PhD,No,84,0
APP00800,38,Female,34703,103500,553,1,20,Bachelor,No,72,1
APP00801,21,Male,87646,273800,803,0,3,High School,No,60,1
APP00802,33,Male,39700,125800,738,1,10,High School,No,24,1
APP00803,41,Male,180000,233000,734,2,0,Master,No,36,0
APP00804,57,Male,48971,162000,748,2,3,Bachelor,No,24,0
APP00805,50,Male,61976,425900,720,2,3,High School,No,24,0
APP00806,52,Male,33497,143000,663,2,30,Bachelor,No,84,0
APP00807,42,Male,129294,198600,669,0,18,Master,No,36,0
APP00808,25,Male,99297,251300,650,2,7,Bachelor,No,60,0
APP00809,36,Male,68577,111300,850,2,7,Master,No,60,1
APP00810,60,Female,32730,172900,719,0,26,Master,No,60,0
APP00811,22,Male,65966,155500,648,1,4,PhD,No,36,0
APP00812,56,Female,36223,135700,713,0,23,Master,No,60,1
APP00813,48,Female,115863,141300,609,1,14,Bachelor,No,60,1
APP00814,32,Male,86356,331800,785,0,14,Bachelor,Yes,60,0
APP00815,52,Female,62633,129500,634,1,16,High School,Yes,36,0
APP00816,54,Male,20045,245800,715,5,11,PhD,Yes,60,0
APP00817,22,Male,38544,214000,755,1,4,Bachelor,No,24,0
APP00818,25,Male,81764,83500,707,2,7,Bachelor,No,60,0
APP00819,47,Male,103559,239500,687,0,29,Master,No,60,0
APP00820,60,Male,98837,82700,681,2,22,High School,Yes,36,1
APP00821,21,Male,29310,254300,676,0,3,Master,No,72,0
APP00822,47,Female,68720,136200,640,3,22,High School,No,36,1
APP00823,26,Male,94758,180800,649,0,8,Bachelor,No,84,0
APP00824,47,Female,28448,88300,784,0,29,Bachelor,No,72,1
APP00825,45,Female,59787,192500,672,2,6,Bachelor,No,48,0
APP00826,24,Female,67869,299700,625,1,6,Bachelor,Yes,36,0
APP00827,48,Male,52405,115500,644,1,2,Master,No,36,1
APP00828,56,Female,26072,128900,757,2,9,Bachelor,No,84,0
APP00829,55,Female,51820,231100,727,2,17,Bachelor,No,60,0
APP00830,22,Female,51783,234300,719,0,4,Master,No,12,0
APP00831,30,Male,56132,47200,662,1,12,Master,No,60,0
APP00832,30,Female,46562,545400,720,2,12,High School,No,24,0
APP00833,39,Female,49156,240700,635,2,12,Master,No,60,0
APP00834,26,Male,58937,264100,662,1,8,High School,No,60,1
APP00835,55,Male,73219,166300,748,2,18,Bachelor,No,24,1
APP00836,52,Male,52319,64900,741,1,24,Bachelor,No,72,1
APP00837,53,Female,49899,260900,611,2,8,Master,No,36,0
APP00838,28,Male,62546,131900,620,1,10,High School,No,60,0
APP00839,21,Male,25278,242800,688,0,3,High School,Yes,60,0
APP00840,57,Female,74367,159600,801,0,0,Master,No,84,1
APP00841,32,Male,59985,205200,546,0,14,High School,No,60,0
APP00842,47,Male,61081,117500,699,2,17,Bachelor,No,84,0
APP00843,57,Female,92451,289600,584,1,7,Master,No,48,0
APP00844,22,Female,24918,93600,636,1,4,Bachelor,No,72,0
APP00845,21,Female,24683,618900,654,1,3,High School,No,36,0
APP00846,21,Female,67867,616400,651,1,3,Bachelor,Yes,60,0
APP00847,27,Male,59808,441800,643,2,1,PhD,Yes,24,0
APP00848,23,Female,64775,363000,681,0,5,Bachelor,No,84,0
APP00849,53,Female,48735,171800,643,2,5,High School,No,84,0
APP00850,45,Male,80907,341900,578,0,17,High School,Yes,60,0
APP00851,60,Male,91289,170700,735,0,15,Bachelor,No,60,0
